id,landmark_id,conf
xlf1tgh2ih,956,1.0
68a3ot4osk,956,1.0
si2lek4u0a,956,0.9999802112579346
rmtqxhipnv,956,0.9999995231628418
2flmjdud0e,956,0.9999998807907104
ofzf2vdr8t,956,0.9999926090240479
c5eyr1qtlq,956,1.0
uzororr3gp,956,0.9999996423721313
z1napvbrb4,956,1.0
7ftlcmeg71,956,1.0
91yduew8v1,956,1.0
zfmn7i0tcw,956,0.9999998807907104
0l7w2hjrqr,956,0.9999998807907104
74dgzsbzu7,956,1.0
k1hi7z4r24,956,1.0
8ul6yioz2c,956,1.0
a2xhuzetw6,956,1.0
l3fwnhma61,956,1.0
8loat53nyg,956,1.0
web03zrzye,956,1.0
tk0pnz99s4,956,1.0
1wnqotoimp,956,0.9999997615814209
7piqxfq82o,956,1.0
3imiq63ulp,956,1.0
tfn3ay409f,956,1.0
gfhax38jgt,956,1.0
c1z9bt6arr,956,0.9999994039535522
9f0v13vgl2,956,0.9999969005584717
dm502nofm0,956,0.9999986886978149
w15djsm8by,956,0.9999994039535522
g9mjpt3bz9,956,0.9999997615814209
bbhsslt43w,956,0.9999992847442627
cee5fcxm3c,956,0.9999998807907104
n6nimgmcnv,956,0.9999998807907104
romghvbtot,956,0.9999946355819702
5ib2f7ea1i,956,0.9999979734420776
nb7t8cgsdf,956,0.9999961853027344
lbz20tfdhk,956,0.9999936819076538
kw9axczqsp,956,0.9999710321426392
hp1uthldqy,956,0.9998890161514282
fhuna05p7l,956,0.9999802112579346
0nx4547fku,956,1.0
bp2dxmnutm,956,1.0
qm2krnfr5n,956,1.0
w6ps7xnkql,956,0.9999998807907104
5f8i3cwked,956,1.0
yv8n48m81j,956,0.9999980926513672
bsur9dq6a9,956,1.0
orp8044vcw,956,1.0
gnn0issnrm,956,0.9999997615814209
n6gjdxd3fn,956,1.0
io6f6g0703,956,1.0
o9fsi7g2lu,956,1.0
9ahi5xx9yi,956,1.0
xfqnou9txt,956,0.9999997615814209
i9nn8e5kxs,956,1.0
pqx79i6kkk,956,1.0
7i4czxs2z1,956,1.0
wdjsy3ffht,956,1.0
uf2io7qff1,956,1.0
dgbxc4cszy,956,0.9999994039535522
a6sj4cy5w3,956,0.9999995231628418
tg6h4jxaun,956,0.9999998807907104
gazuee5x9l,956,0.9999986886978149
fjy6fxzwsi,956,0.9999997615814209
ueou9pu19q,956,0.9999997615814209
vban43v83d,956,0.9999997615814209
05or1qtzmm,956,0.9999961853027344
r875ftqf08,956,0.9999982118606567
yp1afnj3f1,956,0.9999984502792358
ahhgdybl55,956,0.9999710321426392
ka78qycl4n,956,0.9998890161514282
87ph7t1b4k,992,0.9999967813491821
gey8wkrkka,992,0.9999997615814209
39x0t41hk1,992,1.0
52vbpei53b,992,1.0
kdebh4sqpl,992,0.9999991655349731
wbbycjc10f,992,0.9999984502792358
qfv3ljyu4f,992,0.9999984502792358
7meg1k3nc2,992,0.9999988079071045
qty227baye,992,1.0
zbea9iz0vs,992,1.0
5l59oxl4hb,992,0.9999996423721313
zob6w68jt3,992,0.9999997615814209
8vqd35gahc,992,0.9999980926513672
nvbrsvowgw,992,0.9999997615814209
sdtwq07khm,992,0.9999998807907104
uc293bwd5w,992,0.9999998807907104
605r9t5uh7,992,1.0
51jj395fyt,992,1.0
dfetb95xe8,992,0.9999998807907104
8ln3xx6zdj,992,0.9999998807907104
qgnzwc8rl5,992,0.997633695602417
dkssqry71d,992,0.9999998807907104
kwmpujz2k6,992,1.0
rvu9c2zaxu,992,1.0
507jem278q,992,1.0
l058ludy8k,992,0.9999998807907104
oz1hxu03sf,992,0.9999986886978149
dg48imz4av,992,0.9999916553497314
ma6wdocx2u,992,0.9999874830245972
2l8yy58nsy,992,0.9999834299087524
pp7qnucpk7,992,0.9999995231628418
mb7tgr1rq0,992,0.9999485015869141
tvwglfve8z,992,0.9999126195907593
e61fw3cbo2,992,0.9999758005142212
trzqd57pa5,992,0.9999992847442627
j0i8q9kn7v,992,0.9999996423721313
r66t2l1tl0,493,0.9999866485595703
fxxg33v8g5,493,0.9999958276748657
mpy5hunjvr,493,0.9998832941055298
vg5mf42zg7,493,0.999967098236084
gu3us7jgpa,493,0.9999984502792358
zs1i1y7ls4,493,0.9999611377716064
6tfx6p15xk,493,0.9999996423721313
n2tderszvz,493,0.9999916553497314
smeoe4pdqa,493,0.9999984502792358
viy3a9dptg,493,1.0
t41k8djs2t,493,1.0
792enwzkqy,493,0.9999490976333618
zq1jtgjyk1,493,0.9999867677688599
b5308jg5ur,493,0.9999951124191284
bs24bgk8qh,493,0.9999992847442627
x8rl2pka2c,493,1.0
u9krfzvkh8,493,0.9999964237213135
d8zlmt80vs,493,0.9999997615814209
5tn5umfz35,493,0.9999963045120239
zowxi75he2,493,0.9999998807907104
w873ry0a5j,493,1.0
10rh9gipvf,493,1.0
nqmm1djzem,493,0.9999979734420776
1y3ulfg9ni,493,1.0
b1dirppla0,493,1.0
n66reoi449,493,0.9999964237213135
z2pc5qpt4y,493,0.9999991655349731
4fr1fq1auk,493,0.9994109869003296
i17a91h5wl,493,0.9999912977218628
