id,landmark_id,conf
xlf1tgh2ih,956,1.0
68a3ot4osk,956,1.0
si2lek4u0a,956,1.0
rmtqxhipnv,956,1.0
2flmjdud0e,956,1.0
ofzf2vdr8t,956,0.9999998807907104
c5eyr1qtlq,956,1.0
uzororr3gp,956,1.0
z1napvbrb4,956,1.0
7ftlcmeg71,956,1.0
91yduew8v1,956,1.0
zfmn7i0tcw,956,1.0
0l7w2hjrqr,956,1.0
74dgzsbzu7,956,1.0
k1hi7z4r24,956,1.0
8ul6yioz2c,956,1.0
a2xhuzetw6,956,1.0
l3fwnhma61,956,1.0
8loat53nyg,956,1.0
web03zrzye,956,1.0
tk0pnz99s4,956,1.0
1wnqotoimp,956,0.9999998807907104
7piqxfq82o,956,1.0
3imiq63ulp,956,1.0
tfn3ay409f,956,1.0
gfhax38jgt,956,1.0
c1z9bt6arr,956,1.0
9f0v13vgl2,956,1.0
dm502nofm0,956,1.0
w15djsm8by,956,1.0
g9mjpt3bz9,956,1.0
bbhsslt43w,956,1.0
cee5fcxm3c,956,1.0
n6nimgmcnv,956,1.0
romghvbtot,956,1.0
5ib2f7ea1i,956,0.9999998807907104
nb7t8cgsdf,956,1.0
lbz20tfdhk,956,0.9999902248382568
kw9axczqsp,956,0.9999973773956299
hp1uthldqy,956,0.9999674558639526
fhuna05p7l,956,1.0
0nx4547fku,956,1.0
bp2dxmnutm,956,1.0
qm2krnfr5n,956,1.0
w6ps7xnkql,956,1.0
5f8i3cwked,956,1.0
yv8n48m81j,956,1.0
bsur9dq6a9,956,1.0
orp8044vcw,956,1.0
gnn0issnrm,956,1.0
n6gjdxd3fn,956,1.0
io6f6g0703,956,1.0
o9fsi7g2lu,956,1.0
9ahi5xx9yi,956,1.0
xfqnou9txt,956,0.9999998807907104
i9nn8e5kxs,956,1.0
pqx79i6kkk,956,1.0
7i4czxs2z1,956,1.0
wdjsy3ffht,956,1.0
uf2io7qff1,956,1.0
dgbxc4cszy,956,1.0
a6sj4cy5w3,956,1.0
tg6h4jxaun,956,1.0
gazuee5x9l,956,1.0
fjy6fxzwsi,956,1.0
ueou9pu19q,956,1.0
vban43v83d,956,0.9999997615814209
05or1qtzmm,956,1.0
r875ftqf08,956,0.9999998807907104
yp1afnj3f1,956,0.9999988079071045
ahhgdybl55,956,0.9999973773956299
ka78qycl4n,956,0.9999674558639526
87ph7t1b4k,992,1.0
gey8wkrkka,992,1.0
39x0t41hk1,992,1.0
52vbpei53b,992,1.0
kdebh4sqpl,992,1.0
wbbycjc10f,992,1.0
qfv3ljyu4f,992,1.0
7meg1k3nc2,992,1.0
qty227baye,992,1.0
zbea9iz0vs,992,1.0
5l59oxl4hb,992,0.9999997615814209
zob6w68jt3,992,0.9999998807907104
8vqd35gahc,992,0.9999977350234985
nvbrsvowgw,992,0.9999951124191284
sdtwq07khm,992,0.9999992847442627
uc293bwd5w,992,0.9999998807907104
605r9t5uh7,992,0.9999994039535522
51jj395fyt,992,0.9999995231628418
dfetb95xe8,992,0.9999994039535522
8ln3xx6zdj,992,1.0
qgnzwc8rl5,992,0.9999853372573853
dkssqry71d,992,0.9999958276748657
kwmpujz2k6,992,0.9999995231628418
rvu9c2zaxu,992,1.0
507jem278q,992,1.0
l058ludy8k,992,0.9999998807907104
oz1hxu03sf,992,0.9999992847442627
dg48imz4av,992,0.9999991655349731
ma6wdocx2u,992,0.9999998807907104
2l8yy58nsy,992,1.0
pp7qnucpk7,992,0.9999996423721313
mb7tgr1rq0,992,0.9999628067016602
tvwglfve8z,992,0.9999866485595703
e61fw3cbo2,992,0.9999934434890747
trzqd57pa5,992,1.0
j0i8q9kn7v,992,1.0
r66t2l1tl0,493,1.0
fxxg33v8g5,493,1.0
mpy5hunjvr,493,1.0
vg5mf42zg7,493,1.0
gu3us7jgpa,493,1.0
zs1i1y7ls4,493,1.0
6tfx6p15xk,493,1.0
n2tderszvz,493,1.0
smeoe4pdqa,493,1.0
viy3a9dptg,493,1.0
t41k8djs2t,493,1.0
792enwzkqy,493,1.0
zq1jtgjyk1,493,1.0
b5308jg5ur,493,1.0
bs24bgk8qh,493,1.0
x8rl2pka2c,493,1.0
u9krfzvkh8,493,1.0
d8zlmt80vs,493,1.0
5tn5umfz35,493,1.0
zowxi75he2,493,1.0
w873ry0a5j,493,1.0
10rh9gipvf,493,1.0
nqmm1djzem,493,1.0
1y3ulfg9ni,493,1.0
b1dirppla0,493,1.0
n66reoi449,493,1.0
z2pc5qpt4y,493,1.0
4fr1fq1auk,493,1.0
i17a91h5wl,493,0.9999998807907104
1ro3kfk8q6,493,1.0
xdl5q8efcs,493,1.0
dttpfa37uy,493,1.0
63ou0imwar,493,1.0
ol9i9hucpt,493,1.0
17ccrcw1ak,493,1.0
7fyfxlgbhd,493,1.0
v8tcg0e462,111,1.0
vv9zk020js,111,1.0
o766zhqnpr,111,1.0
uzhrdg2q6z,111,1.0
3yer5ko6ro,111,1.0
u9p0bi1a62,111,1.0
xqpvi2mkgp,111,1.0
qq3prfugle,111,1.0
6bk3wvmy96,111,1.0
53kmhl6di5,111,1.0
7p3p4b8rep,111,1.0
