id,landmark_id,conf
xlf1tgh2ih,956,0.9999749660491943
68a3ot4osk,956,0.9999974966049194
si2lek4u0a,956,0.9999474287033081
rmtqxhipnv,956,0.9999980926513672
2flmjdud0e,956,0.9999995231628418
ofzf2vdr8t,956,0.9978542923927307
c5eyr1qtlq,956,0.9999991655349731
uzororr3gp,956,0.9999929666519165
z1napvbrb4,956,0.9999959468841553
7ftlcmeg71,956,1.0
91yduew8v1,956,0.9999988079071045
zfmn7i0tcw,956,0.9999877214431763
0l7w2hjrqr,956,0.9999982118606567
74dgzsbzu7,956,1.0
k1hi7z4r24,956,0.9999995231628418
8ul6yioz2c,956,0.9999998807907104
a2xhuzetw6,956,1.0
l3fwnhma61,956,0.999998927116394
8loat53nyg,956,0.9999998807907104
web03zrzye,956,0.9999923706054688
tk0pnz99s4,956,0.9999992847442627
1wnqotoimp,956,0.9999963045120239
7piqxfq82o,956,0.9999963045120239
3imiq63ulp,956,0.999998927116394
tfn3ay409f,956,0.9999951124191284
gfhax38jgt,956,1.0
c1z9bt6arr,956,0.9999971389770508
9f0v13vgl2,956,0.9999964237213135
dm502nofm0,956,1.0
w15djsm8by,956,0.9999988079071045
g9mjpt3bz9,956,0.9999998807907104
bbhsslt43w,956,0.999997615814209
cee5fcxm3c,956,0.9999991655349731
n6nimgmcnv,956,0.9999996423721313
romghvbtot,956,0.9999827146530151
5ib2f7ea1i,956,0.9999786615371704
nb7t8cgsdf,956,0.9999873638153076
lbz20tfdhk,956,0.9939321875572205
kw9axczqsp,956,0.9992017149925232
hp1uthldqy,956,0.998314380645752
fhuna05p7l,956,0.9999474287033081
0nx4547fku,956,0.9999903440475464
bp2dxmnutm,956,0.9999998807907104
qm2krnfr5n,956,0.9999986886978149
w6ps7xnkql,956,0.9999998807907104
5f8i3cwked,956,0.9999991655349731
yv8n48m81j,956,0.9999990463256836
bsur9dq6a9,956,0.9999991655349731
orp8044vcw,956,0.9999996423721313
gnn0issnrm,956,0.9999939203262329
n6gjdxd3fn,956,0.9999988079071045
io6f6g0703,956,0.9999995231628418
o9fsi7g2lu,956,0.9999998807907104
9ahi5xx9yi,956,0.9999985694885254
xfqnou9txt,956,0.9999963045120239
i9nn8e5kxs,956,0.9999828338623047
pqx79i6kkk,956,1.0
7i4czxs2z1,956,1.0
wdjsy3ffht,956,0.9999929666519165
uf2io7qff1,956,0.9999542236328125
dgbxc4cszy,956,0.9999971389770508
a6sj4cy5w3,956,1.0
tg6h4jxaun,956,1.0
gazuee5x9l,956,1.0
fjy6fxzwsi,956,0.9999998807907104
ueou9pu19q,956,0.9999996423721313
vban43v83d,956,0.999962568283081
05or1qtzmm,956,0.9999873638153076
r875ftqf08,956,0.9999635219573975
yp1afnj3f1,956,0.9999821186065674
ahhgdybl55,956,0.9992017149925232
ka78qycl4n,956,0.998314380645752
87ph7t1b4k,992,0.9995447993278503
gey8wkrkka,992,0.9999960660934448
39x0t41hk1,992,0.9999958276748657
52vbpei53b,992,0.9999895095825195
kdebh4sqpl,992,0.9999680519104004
wbbycjc10f,992,0.999997615814209
qfv3ljyu4f,992,0.9999902248382568
7meg1k3nc2,992,0.9999997615814209
qty227baye,992,0.9997759461402893
zbea9iz0vs,992,0.9998291730880737
5l59oxl4hb,992,0.9998912811279297
zob6w68jt3,992,0.9999856948852539
8vqd35gahc,992,0.9999210834503174
nvbrsvowgw,992,0.9999903440475464
sdtwq07khm,992,0.9998639822006226
uc293bwd5w,992,0.999972939491272
605r9t5uh7,992,0.9999964237213135
51jj395fyt,992,0.9999890327453613
dfetb95xe8,992,0.9999988079071045
8ln3xx6zdj,992,0.9999953508377075
qgnzwc8rl5,992,0.9806503653526306
dkssqry71d,992,0.9332495927810669
kwmpujz2k6,992,0.9972934126853943
rvu9c2zaxu,992,0.9999942779541016
507jem278q,992,0.9999631643295288
l058ludy8k,992,0.9999198913574219
oz1hxu03sf,992,0.9986750483512878
dg48imz4av,992,0.9999985694885254
ma6wdocx2u,992,0.9999985694885254
2l8yy58nsy,992,0.9999593496322632
pp7qnucpk7,992,0.9999966621398926
mb7tgr1rq0,992,0.9993005990982056
tvwglfve8z,992,0.9999443292617798
e61fw3cbo2,992,0.9999570846557617
trzqd57pa5,992,0.9999945163726807
j0i8q9kn7v,992,0.9999663829803467
r66t2l1tl0,493,0.9999978542327881
fxxg33v8g5,493,0.9999908208847046
mpy5hunjvr,493,0.9999728202819824
vg5mf42zg7,493,0.9995346069335938
gu3us7jgpa,493,0.9999897480010986
zs1i1y7ls4,493,0.9993765950202942
6tfx6p15xk,493,0.9999994039535522
n2tderszvz,493,0.9999986886978149
smeoe4pdqa,493,0.9999997615814209
viy3a9dptg,493,0.9999949932098389
t41k8djs2t,493,0.9999957084655762
792enwzkqy,493,0.9999957084655762
zq1jtgjyk1,493,0.9999990463256836
b5308jg5ur,493,0.9999943971633911
bs24bgk8qh,493,0.9999867677688599
x8rl2pka2c,493,0.9999861717224121
u9krfzvkh8,493,0.9999980926513672
d8zlmt80vs,493,0.9999587535858154
5tn5umfz35,493,0.9999983310699463
zowxi75he2,493,0.9999912977218628
w873ry0a5j,493,0.9999972581863403
10rh9gipvf,493,0.9999983310699463
nqmm1djzem,493,0.9999920129776001
1y3ulfg9ni,493,0.9999456405639648
b1dirppla0,493,0.9999955892562866
n66reoi449,493,0.9999856948852539
z2pc5qpt4y,493,0.999992847442627
4fr1fq1auk,493,0.9973135590553284
i17a91h5wl,493,0.9936385750770569
1ro3kfk8q6,493,0.984594464302063
xdl5q8efcs,493,0.9999942779541016
dttpfa37uy,493,0.9999991655349731
63ou0imwar,493,0.9999849796295166
ol9i9hucpt,493,0.9999996423721313
17ccrcw1ak,493,0.9999995231628418
