epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.037643764,6.631065775686161,1e-05,0.22198276,5.926981981999212
1,0.39839336,5.213930268986173,1.8e-05,0.7005445,3.36496835794239
2,0.7493064,2.7562063780761323,2.6e-05,0.8761343,1.0072664031775806
3,0.90990716,0.8900013726863851,3.4e-05,0.9492967,0.31166544216372305
4,0.96487844,0.2804167689436568,4.2e-05,0.97084844,0.13717947351305107
5,0.98538387,0.10993432464078115,5e-05,0.9777677,0.09780497323071856
6,0.9958762,0.03969627462183934,4.2e-05,0.97924227,0.08417920134434594
7,0.99854976,0.017453562331303837,3.56e-05,0.98219144,0.07166948109847586
8,0.9993064,0.00897806216353619,3.048e-05,0.98321235,0.06778902716508478
9,0.9995712,0.0054621611931831345,2.6384e-05,0.9843466,0.06129504967067076
10,0.9997856,0.003421338921214055,2.31072e-05,0.9846869,0.06355905447888117
11,0.99979824,0.002431032219918715,2.048576e-05,0.9852541,0.060999472754318704
12,0.9999496,0.001595374917691555,1.8388608e-05,0.9837795,0.06151656018538076
13,0.99996215,0.0011454478527921977,1.6710886e-05,0.9850272,0.058670993723844586
14,0.9999496,0.0008813497411688441,1.5368709e-05,0.98548096,0.060234517326490045
15,0.99992436,0.0007361885530963603,1.42949675e-05,0.98400635,0.06268071940658308
16,0.99996215,0.0005468719999589373,1.3435973e-05,0.9852541,0.05828473348723384
17,0.99992436,0.0005367363236285089,1.2748779e-05,0.9845735,0.059217660388041334
18,0.99996215,0.0004078725194506609,1.2199023e-05,0.98480034,0.058021601413531125
19,1.0,0.00025649342584967545,1.1759219e-05,0.9846869,0.058419013020686146
20,0.99998736,0.0002442467366368866,1.1407375e-05,0.98672867,0.058939600227743916
21,1.0,0.00018558311032244006,1.11259e-05,0.98672867,0.061059270722867924
22,0.99998736,0.00019189034041265578,1.090072e-05,0.9868421,0.05948072691423424
23,1.0,0.00011762517073496877,1.0720576e-05,0.98616153,0.06142738589695412
