epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.059322033,6.563169129006415,1e-05,0.3259982,5.74848388998132
1,0.48441282,5.021529382087224,1.8e-05,0.75362974,3.0959002036675676
2,0.7910487,2.547725848540892,2.6e-05,0.89212793,0.898445922277949
3,0.9248512,0.7889821613545712,3.4e-05,0.95769054,0.27489635687889347
4,0.97245765,0.23711075945910484,4.2e-05,0.9740245,0.12709646640434613
5,0.9906048,0.08097821044299358,5e-05,0.9799229,0.08735437572051058
6,0.9981336,0.02475194186652595,4.2e-05,0.98287207,0.07478513376718629
7,0.9993821,0.009635247067005796,3.56e-05,0.9843466,0.06653779429566174
8,0.9997352,0.005221758799524253,3.048e-05,0.9846869,0.0664952440450108
9,0.9998108,0.0027898072101267936,2.6384e-05,0.9852541,0.07706531877925166
10,0.99979824,0.002136973223209681,2.31072e-05,0.9851407,0.06992046899285706
11,0.9999496,0.0011673106171473254,2.048576e-05,0.98548096,0.06623364662007528
12,0.9999496,0.0008257738306222144,1.8388608e-05,0.9865018,0.06390507290833426
13,0.9999496,0.0006328315928032071,1.6710886e-05,0.98616153,0.0643040907553676
14,0.99998736,0.0004050653102792828,1.5368709e-05,0.98706895,0.06280315039274534
15,0.99998736,0.00030524408147018605,1.42949675e-05,0.9865018,0.06479374995820932
16,0.99998736,0.0002726618348076501,1.3435973e-05,0.98672867,0.0677831319759975
17,1.0,0.00018001209751914536,1.2748779e-05,0.9869555,0.06354673950813075
18,1.0,0.00011935417459113739,1.2199023e-05,0.98752266,0.06380706790186655
19,0.99998736,0.00011421907442591366,1.1759219e-05,0.9871824,0.06675466751318988
