id,landmark_id,conf
xlf1tgh2ih,956,1.0
68a3ot4osk,956,1.0
si2lek4u0a,956,0.9999998807907104
rmtqxhipnv,956,1.0
2flmjdud0e,956,1.0
ofzf2vdr8t,956,0.999993085861206
c5eyr1qtlq,956,1.0
uzororr3gp,956,1.0
z1napvbrb4,956,1.0
7ftlcmeg71,956,1.0
91yduew8v1,956,0.9999995231628418
zfmn7i0tcw,956,1.0
0l7w2hjrqr,956,0.9999996423721313
74dgzsbzu7,956,1.0
k1hi7z4r24,956,1.0
8ul6yioz2c,956,1.0
a2xhuzetw6,956,1.0
l3fwnhma61,956,1.0
8loat53nyg,956,1.0
web03zrzye,956,0.9999995231628418
tk0pnz99s4,956,1.0
1wnqotoimp,956,1.0
7piqxfq82o,956,1.0
3imiq63ulp,956,1.0
tfn3ay409f,956,1.0
gfhax38jgt,956,1.0
c1z9bt6arr,956,1.0
9f0v13vgl2,956,1.0
dm502nofm0,956,1.0
w15djsm8by,956,0.9999998807907104
g9mjpt3bz9,956,1.0
bbhsslt43w,956,1.0
cee5fcxm3c,956,1.0
n6nimgmcnv,956,1.0
romghvbtot,956,1.0
5ib2f7ea1i,956,1.0
nb7t8cgsdf,956,1.0
lbz20tfdhk,956,0.9999947547912598
kw9axczqsp,956,0.999771773815155
hp1uthldqy,956,0.9913721084594727
fhuna05p7l,956,0.9999998807907104
0nx4547fku,956,1.0
bp2dxmnutm,956,1.0
qm2krnfr5n,956,1.0
w6ps7xnkql,956,1.0
5f8i3cwked,956,1.0
yv8n48m81j,956,1.0
bsur9dq6a9,956,1.0
orp8044vcw,956,1.0
gnn0issnrm,956,1.0
n6gjdxd3fn,956,0.9999995231628418
io6f6g0703,956,1.0
o9fsi7g2lu,956,1.0
9ahi5xx9yi,956,1.0
xfqnou9txt,956,1.0
i9nn8e5kxs,956,1.0
pqx79i6kkk,956,1.0
7i4czxs2z1,956,1.0
wdjsy3ffht,956,1.0
uf2io7qff1,956,1.0
dgbxc4cszy,956,1.0
a6sj4cy5w3,956,1.0
tg6h4jxaun,956,0.9999997615814209
gazuee5x9l,956,1.0
fjy6fxzwsi,956,1.0
ueou9pu19q,956,0.9999997615814209
vban43v83d,956,0.9999985694885254
05or1qtzmm,956,1.0
r875ftqf08,956,0.9999996423721313
yp1afnj3f1,956,0.9999996423721313
ahhgdybl55,956,0.999771773815155
ka78qycl4n,956,0.9913721084594727
87ph7t1b4k,992,1.0
gey8wkrkka,992,1.0
39x0t41hk1,992,1.0
52vbpei53b,992,0.9999997615814209
kdebh4sqpl,992,0.9999991655349731
wbbycjc10f,992,0.9999990463256836
qfv3ljyu4f,992,0.9999998807907104
7meg1k3nc2,992,0.9999998807907104
qty227baye,992,0.9999998807907104
zbea9iz0vs,992,0.9999868869781494
5l59oxl4hb,992,0.9999991655349731
zob6w68jt3,992,0.9999998807907104
8vqd35gahc,992,0.9999945163726807
nvbrsvowgw,992,0.9995206594467163
sdtwq07khm,992,0.7695423364639282
uc293bwd5w,992,0.9995222091674805
605r9t5uh7,992,0.9999502897262573
51jj395fyt,992,0.9998766183853149
dfetb95xe8,992,0.9999982118606567
8ln3xx6zdj,992,0.9999914169311523
qgnzwc8rl5,992,0.9867112040519714
dkssqry71d,992,0.9999995231628418
kwmpujz2k6,992,0.9999995231628418
rvu9c2zaxu,992,0.9999994039535522
507jem278q,992,0.9999983310699463
l058ludy8k,992,0.9999924898147583
oz1hxu03sf,992,0.9999362230300903
dg48imz4av,992,0.9999998807907104
ma6wdocx2u,992,0.9999997615814209
2l8yy58nsy,992,0.9999830722808838
pp7qnucpk7,992,0.9999431371688843
mb7tgr1rq0,992,0.9996408224105835
tvwglfve8z,992,0.999951958656311
e61fw3cbo2,992,0.9992715716362
trzqd57pa5,992,0.9999980926513672
j0i8q9kn7v,992,0.9999220371246338
r66t2l1tl0,493,0.9999995231628418
fxxg33v8g5,493,0.9999990463256836
mpy5hunjvr,493,0.9999994039535522
vg5mf42zg7,493,0.9999947547912598
gu3us7jgpa,493,0.999998927116394
zs1i1y7ls4,493,0.9999513626098633
6tfx6p15xk,493,1.0
n2tderszvz,493,0.9999985694885254
smeoe4pdqa,493,0.9999998807907104
viy3a9dptg,493,0.9999918937683105
t41k8djs2t,493,0.9999984502792358
792enwzkqy,493,1.0
zq1jtgjyk1,493,1.0
b5308jg5ur,493,0.9998347759246826
bs24bgk8qh,493,0.9999915361404419
x8rl2pka2c,493,0.9999994039535522
u9krfzvkh8,493,0.9999986886978149
d8zlmt80vs,493,0.9999957084655762
5tn5umfz35,493,0.9999995231628418
zowxi75he2,493,0.9999986886978149
w873ry0a5j,493,0.9999865293502808
10rh9gipvf,493,0.9999997615814209
nqmm1djzem,493,0.9999998807907104
1y3ulfg9ni,493,0.9999977350234985
b1dirppla0,493,0.9999994039535522
n66reoi449,493,0.9999967813491821
z2pc5qpt4y,493,0.9999983310699463
4fr1fq1auk,493,0.9997809529304504
i17a91h5wl,493,0.9969255328178406
1ro3kfk8q6,493,0.9999463558197021
xdl5q8efcs,493,0.9999985694885254
dttpfa37uy,493,0.9999986886978149
